ancestor	1084	5.73	1.74	4.27	2.03	4.83	2.05
angel	16	7.53	1.58	4.83	2.63	4.97	2.34
anger	17	2.34	1.32	7.63	1.91	5.5	2.82
angry	18	2.85	1.7	7.17	2.07	5.55	2.74
anguished	19	2.12	1.56	5.33	2.69	3.45	2.37
animal	1085	6.48	1.55	5.55	1.53	6	1.6
ankle	638	5.27	1.54	4.16	2.03	4.77	1.74
annoy	1086	2.96	1.65	5.52	2.49	4.44	2
annoy	20	2.74	1.81	6.49	2.17	5.09	2.04
annoyance	1087	2.97	1.61	5.18	2.44	4.21	1.87
answer	639	6.63	1.68	5.41	2.43	5.85	1.88
antique	1088	5.39	1.91	4.06	2.26	5.19	1.99
anus	1089	4.52	2.06	4.28	2.32	5.48	1.36
anxiety	1090	2.77	1.59	6.72	1.94	2.72	1.83
anxious	21	4.81	1.98	6.92	1.81	5.33	1.82
apartment	1091	6.8	1.35	4.75	1.92	6.67	1.88
apathy	1092	4.3	1.95	4	2.1	4.33	1.65
apology	1093	5	2.22	5.18	1.66	5.31	2.19
appall	1094	3.61	2.18	6.5	2.67	4.61	2.28
applause	640	7.5	1.5	5.8	2.79	6.48	2.11
apple	1095	6.41	1.5	4.17	2.11	5.86	1.64
appliance	641	5.1	1.21	4.05	2.06	5.05	1.34
application	1096	4.69	1.65	5.62	2.27	3.9	1.63
appreciative	1097	7.43	1.36	5.73	2.23	5.9	1.75
apprehension	1098	3.03	1.61	5.68	2.26	3.11	1.4
arch	1099	5.37	1.08	4.37	2.29	5.07	2.02
area	1100	5.45	1.77	3.8	2.19	5.23	1.59
arena	1101	6.4	1.61	6.43	2.05	5.1	2.02
argue	1102	2.83	1.23	6.07	2.12	4.7	2.25
arm	642	5.34	1.82	3.59	2.4	5.07	1.5
army	23	4.72	1.75	5.03	2.03	5.03	2.45
aroma	1103	7.17	1.81	5.19	2.62	5.5	1.75
arouse	1104	7.48	1.33	6.97	2.16	6.1	2.14
aroused	24	7.97	1	6.63	2.7	6.14	1.97
arrogant	25	3.69	2.4	5.65	2.23	5.14	2.71
arrow	1105	5.17	1.66	5.37	1.88	4.87	2.01
arson	1106	2.6	2.12	6.58	2.7	3.46	2.48
art	643	6.68	2.1	4.86	2.88	5.3	2.33
artist	1107	6.59	1.72	4.94	2.44	5.91	1.35
ash	1108	4.04	1.76	4.41	2.06	4.89	1.48
asphalt	1109	5.12	1.07	3.77	2.1	5.19	1.72
aspire	1110	7.21	1.76	5.83	2.25	7	1.44
ass	1111	6.09	2.02	6	2.17	5.06	1.98
assassin	26	3.09	2.09	6.28	2.53	4.33	2.68
assault	27	2.03	1.55	7.51	2.28	3.94	3.1
assume	1112	4.69	1.51	4.97	1.38	4.24	1.88
assure	1113	7.04	1.32	4.52	2.31	6.22	2.19
astonished	28	6.56	1.61	6.58	2.22	5.16	1.79
astronaut	501	6.66	1.6	5.28	2.11	5.2	1.95
athlete	1114	7.24	1.74	6.5	2.17	6.67	1.55
athletics	644	6.61	2.08	6.1	2.29	6.12	2.12
atlas	1115	5.53	1.38	4.53	1.96	5.37	1.25
atom	1116	4.73	1.62	4	1.84	4.33	1.69
attack	1117	2.7	2.07	7.03	2.24	3.3	2.52
attain	1118	6.7	1.49	5.53	2	6.03	1.45
attend	1119	6.3	1.73	4.74	2.1	5.35	1.67
aunt	1120	6.39	2.04	4.96	1.69	5.39	1.37
auto	1121	6.29	1.67	4.89	2.28	5.19	1.75
autumn	29	6.3	2.14	4.51	2.5	5.15	1.85
avalanche	645	3.29	1.95	5.54	2.37	3.61	2
avenge	1122	4.61	1.26	5.89	1.76	6.33	1.41
avenue	646	5.5	1.37	4.12	2.01	5.4	1.53
avert	1123	5.17	1.44	4.73	2.23	4.67	1.77
avoid	1124	3.62	1.45	5.04	2.28	4.26	1.95
await	1125	4.64	1.87	4.54	2.78	3.75	2.25
awaken	1126	5.34	1.88	5	2.21	5.09	1.77
award	1127	8.44	1.05	7.22	2.03	7.26	2.21
awe	1128	6.48	1.62	5.5	2.05	4.43	1.71
awed	30	6.7	1.38	5.74	2.31	5.3	2.03
awful	1129	2.66	1.78	5.72	2.15	3.97	1.99
awkward	1130	3.2	1.79	5.7	1.82	3.03	1.59
awning	1131	5.1	1.47	3.97	1.87	5.17	1.39
baby	31	8.22	1.2	5.53	2.8	5	2.8
backyard	1132	6.87	1.66	4.87	2.5	5.77	1.92
bacon	1133	6.7	2.46	5.63	2.5	5.81	2.39
bad	1134	2.56	1.36	5.52	1.87	3.84	1.82
badge	1135	5.37	1.71	4.6	1.98	4.9	1.69
baffle	1136	4.04	1.49	5.48	1.85	3.67	1.55
bake	647	6.17	1.71	5.1	2.3	5.49	1.88
balcony	1137	5.77	1.72	4.6	2.3	4.63	1.65
bald	1138	3.78	1.83	4.26	2.44	4.44	2.04
ballet	1139	5.61	2.08	4	2.08	5.84	1.55
balloons	1140	6.97	1.61	4.9	1.75	5.53	1.28
ban	1141	3.48	1.53	5.62	2.06	3.9	2.4
banana	1142	6.61	1.93	4.93	2.34	5.61	1.64
band	1143	6.55	1.62	5.66	1.91	5.34	1.61
bandage	648	4.54	1.75	3.9	2.07	4.52	1.89
banish	1144	2.46	1.4	5.68	2.84	3.21	2.25
bankrupt	32	2	1.31	6.21	2.79	3.27	2.39
banner	649	5.4	0.83	3.83	1.95	4.8	1.57
bar	650	6.42	2.05	5	2.83	5.47	1.94
bargain	1145	7.28	1.3	5.94	2	6.47	1.22
bark	1146	4.68	2.16	6.07	2.22	4.85	2.14
barn	1147	5.48	2.01	4.27	2.27	5.73	2.2
barrel	651	5.05	1.46	3.36	2.28	4.89	1.57
basement	1148	4.67	1.58	4.73	2.26	4.6	1.94
basin	1149	4.93	0.87	3.83	1.97	4.47	1.2
basis	1150	4.81	0.65	3.83	1.68	5.37	1.33
basket	547	5.45	1.15	3.63	2.02	5.76	1.45
basketball	1151	6.14	2.04	5.94	2.3	5.19	1.94
bastard	33	3.36	2.16	6.07	2.15	4.17	2.4
batch	1152	6.18	1.36	4.63	1.8	5.67	1.41
bath	502	7.33	1.45	4.16	2.31	6.41	1.87
bathe	1153	7.37	1.52	4.63	2.48	5.93	1.96
bathroom	548	5.55	1.36	3.88	1.72	5.65	1.59
bathtub	652	6.69	1.57	4.36	2.59	5.76	1.76
baton	1154	5.16	1.53	4.38	1.91	5.22	1.45
battleship	1155	4.93	2.62	5.85	2.64	3.89	2.21
bawl	1156	3.41	1.48	5	2.06	3.97	1.36
beach	34	8.03	1.59	5.53	3.07	5.44	2.52
beads	1157	5.54	1.32	4.11	2.44	4.61	1.77
bean	1158	5.35	1.76	3.97	2.27	5.8	1.99
bear	1159	4.78	2.03	6.52	2.44	3.78	2.24
beard	1160	5.82	2.06	4.3	2.33	5.89	1.95
beast	653	4.23	2.41	5.57	2.61	4.89	2.29
beautiful	654	7.6	1.64	6.17	2.34	6.29	1.81
beauty	35	7.82	1.16	4.95	2.57	5.53	2.1
bed	549	7.51	1.38	3.61	2.56	6.88	1.78
bedspread	1161	5.6	1.94	4.21	2.18	5.9	1.68
beer	1162	5.96	2.32	5.36	2.44	5.18	2.36
bees	583	3.2	2.07	6.51	2.14	4.16	2.11
beet	1163	4.33	1.52	4.03	2.28	5.03	1.32
beg	1164	2.75	1.86	5	2.25	3.3	2
beggar	36	3.22	2.02	4.91	2.45	4.09	2.38
beginning	1165	6.2	2.09	4.87	2.05	6.1	2.09
behave	1166	5.5	2.05	3.93	2.02	4.56	2.15
belief	1167	6.61	1.79	5.7	2.48	5.85	2.07
bell	1168	5.38	1.4	4.45	1.78	5.1	1.23
belly	1169	4.96	1.71	4.33	2.08	4.96	1.79
belong	1170	6.46	1.71	5.64	2.23	5.75	1.6
bench	655	4.61	1.4	3.59	2.07	4.68	1.38
benefit	1171	6.59	1.78	5.14	2.23	6.03	2.13
berate	1172	3.53	2.01	5.47	2.37	3.83	1.93
bereavement	656	4.57	1.7	4.2	2.15	4.33	1.73
betray	37	1.68	1.02	7.24	2.06	4.92	2.97
beverage	657	6.83	1.48	5.21	2.46	5.63	2.17
beware	1173	3.52	1.6	6.38	1.93	3.69	2.19
bib	1174	5.57	1.91	4.37	2.09	4.77	1.68
bible	1175	5.97	2.28	4.57	2.75	4.47	2.16
bicker	1176	3.21	1.37	5.36	2.25	4.61	1.69
bicyclist	1177	5.4	1.61	4.93	1.96	5.13	1.33
bikini	1178	6.47	2.32	6.27	2.05	5.2	2.19
binge	1179	3.25	1.68	4.94	2.2	4.28	2.52
binoculars	1180	6.18	1.54	4.44	1.87	6.19	1.9
bird	38	7.27	1.36	3.17	2.23	4.42	2.26
birth	1181	7.64	1.42	6.82	2.36	4.96	2.1
birthday	39	7.84	1.92	6.68	2.11	5.89	2.61
bitch	1182	3	1.98	6.36	2.72	4.36	2.34
black	543	5.39	1.8	4.61	2.24	5.14	1.79
blackmail	40	2.95	1.95	6.03	2.7	3.54	2.67
blade	1183	4.3	2.05	6.07	2.08	4.87	1.78
blame	1184	2.77	1.41	4.93	2.02	3.47	1.59
bland	658	4.1	1.08	3.29	1.89	4.88	1.27
blanket	1185	6.94	1.34	3.41	2.15	5.75	1.7
blase	41	4.89	1.16	3.94	1.76	4.57	1.44
blasphemy	659	3.75	2.26	4.93	2.34	4.75	1.59
bleed	1186	2.97	1.78	5.64	2.67	3.93	2.14
bless	42	7.19	1.69	4.05	2.59	5.52	2.22
blight	1187	4.03	1.65	4.66	2.15	4.4	1.52
blind	43	3.05	1.99	4.39	2.36	3.28	1.91
bliss	660	6.95	2.24	4.41	2.95	6.12	2.15
blister	661	2.88	1.75	4.1	2.34	3.98	1.9
blob	1188	5.23	2.12	4.81	2.46	5.7	1.86
blond	662	6.43	2.04	5.07	2.7	5.74	1.67
blonde	1189	6.18	2.18	4.86	2.63	5.14	2.37
blood	1190	3.64	1.57	6	2.72	4.54	2.44
bloody	584	2.9	1.98	6.41	2	3.96	1.89
bloom	1191	7.21	1.42	4.96	2.03	5.36	1.77
blossom	44	7.26	1.18	5.03	2.65	5.53	2.21
blouse	1192	5.75	1.71	4.43	2.33	4.71	2.31
blowdryer	1193	5.31	1.33	3.84	1.9	5.41	1.46
blubber	663	3.52	1.99	4.57	2.38	3.86	1.97
blue	544	6.76	1.78	4.31	2.2	5.63	1.64
blues	1194	4.11	2.18	3.46	2.01	4.75	2.41
blurt	1195	4.48	1.09	5.36	1.93	4.75	1.62
board	664	4.82	1.23	3.36	2.12	4.98	1.77
boat	1196	7.79	1.37	5.31	2.9	5.66	2.16
body	665	5.55	2.37	5.52	2.63	5.34	2.12
bold	45	6.8	1.61	5.6	2.21	6.67	1.81
bolt	1197	5.42	1.53	5.73	1.99	5.08	1.79
bomb	46	2.1	1.19	7.15	2.4	4.54	2.88
bone	1198	5	1.24	4.62	2.62	4.88	1.48
bonus	1199	8	1.8	6.83	2.65	6.83	2.05
book	47	5.72	1.54	4.17	2.49	5.3	2.05
boom	1200	5.1	1.83	6.67	1.83	4.6	2.25
boost	1201	6.33	1.94	5.52	2.67	5.14	1.68
booth	1202	5.2	0.71	4.2	1.99	5.23	1.59
boots	1203	5.97	1.87	4.67	2.04	5.77	1.76
bored	48	2.95	1.35	2.83	2.31	4.11	1.7
boring	1204	3.38	2.54	2.29	2.07	4.18	1.79
bothered	1205	3	1.46	6.17	2.1	4.17	1.93
bottle	666	6.15	1.49	4.79	2.44	4.78	1.65
bounty	1206	5.08	1.35	5.64	1.85	4.96	1.49
bouquet	667	7.02	1.84	5.46	2.47	6.15	1.8
bowl	49	5.33	1.33	3.47	2.12	4.69	1.67
boxer	585	5.51	1.8	5.12	2.26	5.1	1.64
boy	50	6.32	1.6	4.58	2.37	5.34	2.2
boyfriend	1207	5.74	2.58	5.73	2.5	4.67	2.29
bracelet	1208	6.17	1.49	5.1	1.9	5.47	1.11
braces	1209	3.17	1.71	5.24	1.88	3.9	2.23
brain	1210	6.7	1.82	5.53	2.08	5.93	2.08
brave	668	7.15	1.64	6.15	2.45	7.22	1.86
break	1211	4.59	2.09	5.23	2.06	5.26	1.73
breast	51	6.5	1.78	5.37	2.39	5.39	2.27
breath	1212	6.07	1.46	4.77	2.39	6	1.68
breathless	1213	4.54	2.1	5.85	1.87	4.31	1.76
breeze	669	6.85	1.71	4.37	2.32	5.54	1.67
bribe	1214	4.14	1.88	6	1.62	4.48	1.95
brick	1215	4.79	1.97	4.46	2.13	5.14	1.63
bride	670	7.34	1.71	5.55	2.74	5.74	2.36
bridge	1216	5.26	1.32	5.03	1.82	4.68	1.74
bright	671	7.5	1.55	5.4	2.33	6.34	1.82
broken	672	3.05	1.92	5.43	2.42	4.14	1.62
brood	1217	4.57	1.98	4.63	1.88	5.21	1.68
broom	1218	4.83	0.79	3.23	1.98	5.23	1.59
broth	1219	5.23	1.65	3.93	2	5.33	1.56
brother	52	7.11	2.17	4.71	2.68	5.12	2.31
brow	1220	5.3	0.79	3.57	1.96	5.13	1.59
brownie	1221	7.33	2.14	6.1	2.16	5.97	1.97
bruise	1222	3.38	1.45	5.93	1.62	4.52	1.99
brutal	53	2.8	1.9	6.6	2.36	4.59	2.7
bucket	1223	5.1	1.29	4.17	1.89	5.34	1.45
buffalo	1224	6.04	1.56	4.59	2.47	4.3	1.73
bug	1225	3.73	2	5.57	2.27	4.5	1.48
bugle	1226	5.27	1.48	4.73	1.95	5.03	0.85
building	550	5.29	1.15	3.92	1.94	5.25	1.57
bulb	1227	5.17	0.91	4.24	1.72	5.1	1.05
bulge	1228	3.46	1.69	4.82	2.44	4.32	1.76
bullet	673	3.29	2.06	5.33	2.48	3.9	2.61
bumble	1229	4.83	1.73	5.03	1.92	4.76	1.57
bunny	54	7.24	1.32	4.06	2.61	4.97	2.18
burdened	55	2.5	1.32	5.63	2.07	5.03	2.35
burglar	1230	2.52	1.45	6.62	2.06	3.41	2.16
burial	56	2.05	1.41	5.08	2.4	3.55	1.95
burn	586	2.73	1.72	6.22	1.91	4.22	1.83
bury	1231	3.68	1.4	5.68	1.4	4.16	1.32
bus	541	4.51	1.57	3.55	1.8	4.84	1.75
bustle	1232	5.43	1.57	5.8	2.02	4.93	1.62
busy	1233	4.19	1.6	4.58	1.96	4.69	1.49
busybody	674	5.17	2.02	4.84	2.41	5.45	1.97
butler	1234	5.93	1.82	4.7	2.4	5.48	2.36
butt	1235	6.47	1.61	5.7	2.15	5.97	1.61
butter	57	5.33	1.2	3.17	1.84	4.67	1.69
butterfly	58	7.17	1.2	3.47	2.39	4.65	2.27
button	1236	5.21	1.13	3.82	2.34	5.68	2.18
cab	1237	4.53	1.07	3.97	1.88	4.27	1.93
cabinet	675	5.05	0.31	3.43	1.85	4.73	1.66
cake	59	7.26	1.27	5	2.37	5.16	2.05
calender	676	5.42	1.69	3.84	2.34	4.95	1.41
calf	1238	5.39	1.64	4.11	2.18	6.05	1.45
calm	1239	6.73	1.68	3.6	2.51	6.37	2.06
camel	1240	5.62	1.6	4.34	1.88	5.09	1.35
campus	1241	6.07	1.46	4.79	1.68	5.03	1.52
cancel	1242	3.46	1.36	4.31	2.04	4.08	2
cancer	60	1.5	0.85	6.42	2.83	3.42	2.99
candlestick	1243	5.43	1.48	4.27	2.21	5	1.34
candy	61	6.54	2.09	4.58	2.4	5.33	1.91
cane	677	4	1.8	4.2	1.93	4.27	1.95
cannon	678	4.9	2.2	4.71	2.84	5.17	2.29
canoe	1244	6.29	1.67	4.79	2.64	5.86	1.56
canyon	1245	5.76	1.55	5.29	2.48	3.79	1.91
capability	1246	7	1.65	5.43	2.32	6.36	1.91
capable	62	7.16	1.39	5.08	2.07	6.47	1.94
cape	1247	6.33	1.42	5.03	1.94	6.07	1.28
car	551	7.73	1.63	6.24	2.04	6.98	2.06
carcass	679	3.34	1.92	4.83	2.07	4.9	1.79
card	1248	5.61	1.23	4.43	2.15	5.57	1.64
care	1249	7.53	1.36	6.03	1.87	6.37	1.73
carefree	63	7.54	1.38	4.17	2.84	5.78	2.5
caress	64	7.84	1.16	5.14	3	5.83	2.13
caring	1250	6.84	1.92	4.38	2.23	5.78	1.79
carnival	1251	6.77	2.01	6.2	2.47	5.6	1.73
carpet	1252	5.17	1.17	3.66	1.72	5.14	1.09
carrot	1253	5.43	1.74	3.9	1.84	5.89	1.79
cartoon	1254	6.94	1.36	5.52	2.06	5.77	1.8
carve	1255	5.08	1.12	4.72	1.65	4.88	1.3
carwash	1256	6	1.74	4.67	2.11	5.43	1.74
cash	503	8.37	1	7.37	2.21	6.96	2.39
casino	680	6.81	1.66	6.51	2.12	5.12	2.15
cast	1257	4.46	1.36	4.5	1.86	5.08	1.55
castle	1258	7.43	1.55	6.13	2.15	6.43	1.99
castrate	1259	2.16	1.99	5.75	3.05	2.75	2.09
cat	504	5.72	2.43	4.38	2.24	6.16	2.05
cattle	1260	5.5	1.74	4.2	2.14	5.57	1.79
cave	1261	4.78	1.98	5.44	1.85	4.44	1.56
cavern	1262	5.62	1.63	5.28	2.23	5.28	1.67
cavity	1263	2.59	1.9	6.14	2.62	3.5	2.22
cavort	1264	5.1	1.05	4.86	1.94	4.97	1.27
cease	1265	4.48	1.15	4.25	1.71	4.64	1.57
ceiling	1266	5.45	0.95	4.04	2.22	5.18	1.47
cell	587	3.82	1.7	4.08	2.19	4.12	2.13
cellar	681	4.32	1.68	4.39	2.33	4.66	1.61
cemetery	65	2.63	1.4	4.82	2.66	4.27	2.14
cereal	1267	7.35	1.51	5.08	2.61	6.28	2.15
chair	66	5.08	0.98	3.15	1.77	4.56	1.6
chalk	1268	4.89	1.69	3.48	2.24	4.7	1.59
challenge	1269	6.43	1.57	6.43	1.81	6.07	2.52
champ	682	7.18	1.97	6	2.43	6.77	2
champagne	1270	7	1.77	5.93	2.33	5.43	2.06
champion	67	8.44	0.9	5.85	3.15	6.5	2.85
chance	683	6.02	1.77	5.38	2.58	4.64	1.93
change	1271	5.24	1.98	5.25	2.38	4.79	1.99
chaos	684	4.17	2.36	6.67	2.06	3.86	1.95
character	1272	5.87	1.68	5.17	1.49	5.77	1.65
charm	68	6.77	1.58	5.16	2.25	5.57	2.25
chase	1273	5.07	2.03	6.5	1.95	4.64	1.97
checkerboard	1274	5.8	1.47	4.21	1.95	5.07	1.94
cheer	69	8.1	1.17	6.12	2.45	6	2.06
cheerful	1275	8.1	1.35	6.36	2.41	6.79	1.71
cheerleader	1276	6.48	2.13	5.67	2.69	5.81	1.92
cheese	1277	6.33	1.9	5.2	2.01	4.97	1.85
cheeseburger	1278	7.61	1.83	6	2.26	6.46	1.97
chef	1279	7.26	1.56	5.67	2.56	6.33	1.88
chess	1280	5.48	1.24	4.07	2.1	5	1.6
chest	1281	6.26	1.56	5.44	2.39	5.44	1.95
chicken	1282	6.87	1.66	5.1	2.02	5.83	1.44
child	70	7.08	1.98	5.55	2.29	5.1	2.3
chimney	1283	5.72	1.28	3.46	1.84	5.12	0.85
chin	685	5.29	1.27	3.31	1.98	5.26	1.48
chocolate	505	6.88	1.89	5.29	2.55	5.18	1.97
choice	1284	6.94	2.08	5.23	2.54	7.33	2.31
choir	1285	6.41	1.84	4.5	2.41	5.5	1.26
choke	1286	2.38	1.43	6.34	2.6	2.91	1.96
chore	1287	2.74	1.38	3.52	2.47	3.26	1.95
christmas	686	7.8	1.55	6.27	2.56	5.37	2.09
church	71	6.28	2.31	4.34	2.45	5	2.42
cider	1288	6.03	1.78	4.1	1.99	5.48	1.84
cigar	1289	4.61	2.94	4.14	2.45	5.18	2.31
cigarette	1290	2.46	1.75	5.35	2.26	4.54	2.35
cinema	1291	7.86	1.16	6.18	2.23	6.14	1.76
circle	687	5.67	1.26	3.86	2.13	5.03	1.46
circus	72	7.3	1.84	5.97	2.59	5.39	2.25
city	73	6.03	1.37	5.24	2.53	5.74	2.08
clan	1292	4.93	2.2	5	1.92	5.04	2.41
clarinet	1293	5.7	1.88	4.47	1.93	5.43	1.52
class	1294	4.37	2.11	3.93	2.23	4.8	2.17
clause	1295	4.93	1.8	4.2	1.47	4.4	1.28
claw	1296	4.23	1.45	4.81	1.79	4.69	1.12
clay	1297	5.33	0.99	3.83	1.86	5.5	1.36
clean	1298	7.23	1.76	4.8	2.47	6.9	1.84
cleavage	1299	6.33	1.99	5.53	2.45	6.03	1.85
cleft	1300	4.13	1.72	3.93	2.18	4.67	1.65
clench	1301	4.43	1.38	5.63	1.77	4.37	1.75
cliff	553	4.67	2.08	6.25	2.15	4.35	2.11
cliffdiver	1302	5.8	1.9	5.93	2.43	5.2	1.95
climax	1303	6.93	2.16	7.18	2.4	5.86	2.21
cling	1304	4.52	1.23	4.23	1.94	4.77	1.65
clinic	1305	4.72	1.67	4.81	2.02	4.19	1.94
clock	688	5.14	1.54	4.02	2.54	4.67	1.97
closet	1306	5.21	1.45	4.57	1.83	5.82	1.68
clot	1307	3.13	1.68	4.7	2.37	3.66	1.93
cloth	1308	5.27	1.53	3.55	2.05	5.14	1.66
clothe	1309	5.97	1.71	4.6	2.11	5.8	1.63
clothes	1310	6.66	1.65	5.86	2	6.52	1.68
clothing	74	6.54	1.85	4.78	2.88	5.33	2.14
clouds	533	6.18	2.18	3.3	2.08	5.22	1.66
clown	1311	5.39	2.15	5.43	2.23	4.86	2.03
clue	1312	5.57	1.1	5.52	1.43	5.03	1.15
clumsy	689	4	2.22	5.18	2.4	3.86	1.79
coach	1313	6.21	1.66	5.59	1.92	4.83	2.04
coarse	690	4.55	1.42	4.21	1.84	5	1.43
coast	691	5.98	1.86	4.59	2.31	5.67	1.71
coax	1314	4.76	1.53	4.83	1.73	5.17	1.77
cocaine	1315	3.37	2.83	4.93	3.31	4.7	3.24
cockpit	1316	6.31	1.65	5.53	2.33	4.78	2.34
cockroach	75	2.81	2.11	6.11	2.78	4.74	2.58
cocoa	1317	7.28	1.22	5.54	2.47	6.04	1.35
cod	1318	4.95	1.66	4.05	1.87	5.13	1.36
coddle	1319	4.81	1.11	4.43	1.7	5.07	1.66
coffin	76	2.56	1.96	5.03	2.79	4.08	2.54
cognition	1320	5.57	1.26	4.59	2.1	5.56	1.31
coin	692	6.02	1.96	4.29	2.48	5.66	1.68
cold	693	4.02	1.99	5.19	2.23	4.69	1.73
colony	1321	5.28	1.56	4.86	2.37	5.57	1.62
color	694	7.02	1.57	4.73	2.64	6.17	1.82
column	695	5.17	0.85	3.62	1.91	4.81	1.58
comedy	77	8.37	0.94	5.85	2.81	5.44	2.08
comet	1322	6.23	2.1	5.97	2.11	4.3	2.38
comfort	696	7.07	2.14	3.93	2.85	5.7	2.05
comfortable	1323	8.07	1.14	3.59	2.5	6.7	2.13
command	1324	4.57	1.87	5.64	2.53	4.25	3.04
communism	1325	2.8	2.41	5.55	2.71	3.07	2.29
compel	1326	4.97	1.25	5.43	1.89	5.53	1.8
competent	1327	7.07	1.53	5.34	1.93	6.72	1.89
complete	1328	8.17	1.14	5.75	2.17	7.36	1.5
complex	1329	5.25	1.32	5.62	1.7	5.34	1.54
compulsive	1330	4.14	2.05	5.7	2.46	4.04	1.93
computer	552	6.24	1.61	4.75	1.93	5.29	1.99
concentrate	78	5.2	1.28	4.65	2.13	4.97	1.75
